filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09963.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23145.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05938.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27130.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16315.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18017.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14318.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10497.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03475.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06426.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04544.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06555.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26995.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17488.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12328.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10154.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13344.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18628.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24617.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15350.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00695.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17416.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10658.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01712.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03174.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18862.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07105.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25107.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06263.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12133.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04238.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13316.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04939.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08736.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18674.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13912.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00599.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28953.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12579.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09416.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05210.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03169.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27182.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07310.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09460.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01140.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26952.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16423.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11659.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28278.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25216.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27986.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07414.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11023.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12494.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22611.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22658.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16681.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16157.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22038.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09821.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28414.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06910.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27972.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10290.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23316.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06433.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05194.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17621.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22871.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16785.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15242.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23653.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16107.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17315.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03931.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17936.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04793.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03914.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16879.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01299.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06590.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28129.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15215.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02816.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20129.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25233.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28052.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22429.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04467.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14465.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03315.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06032.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28769.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19700.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09745.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03810.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07220.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28206.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26306.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25802.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02394.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16975.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11807.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14704.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27236.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17505.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26228.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24880.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22793.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10602.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21318.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21636.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05142.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16484.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06836.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27936.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17493.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03987.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22136.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07146.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02957.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07675.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01645.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11322.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06311.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02379.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05811.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15159.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06906.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17641.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11016.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03098.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20968.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27252.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21933.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22845.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23924.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08226.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18421.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09621.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12756.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10615.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14335.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15996.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08914.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00278.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10786.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07814.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16434.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13909.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01698.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02381.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14347.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08788.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04502.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07626.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07129.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23486.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19716.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03876.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11155.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15217.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18411.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14280.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13686.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15597.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20546.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27982.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27817.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25749.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05503.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16902.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22645.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07009.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19965.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08602.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14643.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04027.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02064.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13077.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19815.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14710.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00803.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23241.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20049.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19379.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21166.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25846.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23758.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13638.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12339.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02630.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26961.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19092.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25489.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04158.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03007.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20233.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28002.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00965.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24757.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26149.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20829.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22615.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09448.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06644.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12413.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03304.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16452.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00789.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16477.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07101.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28413.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19659.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10749.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06553.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14378.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04536.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19383.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07857.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06705.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02109.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09204.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27927.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24651.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00462.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27780.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25927.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24280.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12905.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00481.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26344.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14410.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02842.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06763.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00766.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09333.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11983.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08661.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20386.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28155.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16331.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10768.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08722.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04934.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26317.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09151.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12635.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10227.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23256.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03382.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01655.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11825.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08916.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27167.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21413.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20538.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19207.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18094.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17521.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19678.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19064.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27288.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26849.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11172.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22104.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03917.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00582.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26165.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20288.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07110.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04309.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12174.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02804.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03832.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18599.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27916.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21334.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02288.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19012.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20038.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26044.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20101.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26102.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09235.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20576.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11359.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05099.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28312.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12515.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28682.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00479.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11857.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14268.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22109.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23431.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00165.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27976.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00887.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28183.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27675.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25415.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05798.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28244.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06655.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25918.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19584.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00590.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24404.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10371.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23301.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26735.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18060.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25954.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27848.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18842.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02724.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00948.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20919.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24141.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02399.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17814.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19980.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18018.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28282.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18550.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01697.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17320.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26404.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10829.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21187.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12016.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03752.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09688.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11065.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11880.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27662.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27290.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10593.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20082.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07482.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13612.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02806.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05138.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21626.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19069.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24983.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04964.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14393.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22657.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11819.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02378.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25472.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03130.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01300.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02794.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24157.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24581.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17815.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20837.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05200.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09962.png,no
